bug_ID,variant_ID,process_lifetime,execute_time,run_failing_test_case_time,run_regression_test_case_time
Chart_25,2,-,-,-,-
Chart_25,4,279,209,280,-
Chart_25,6,259,186,259,-
Chart_25,8,-,-,-,-
Chart_25,10,-,-,-,-
Chart_25,12,351,273,352,-
Chart_25,14,-,-,-,-
Chart_25,16,337,267,338,-
Chart_25,18,265,194,266,-
Chart_25,20,-,-,-,-
Chart_25,22,-,-,-,-
Chart_25,24,-,-,-,-
Chart_25,26,-,-,-,-
Chart_25,28,-,-,-,-
Chart_25,30,-,-,-,-
Chart_25,32,-,-,-,-
Chart_25,34,-,-,-,-
Chart_25,36,330 4016,265 3933,330,4016
Chart_25,38,280,209,281,-
Chart_25,40,280,209,281,-
Chart_25,42,270,192,270,-
Chart_25,44,414,344,415,-
Chart_25,46,-,-,-,-
Chart_25,48,281,209,281,-
Chart_25,50,289,219,290,-
Chart_25,52,309,239,310,-
Chart_25,54,369,300,369,-
Chart_25,56,278,208,279,-
Chart_25,58,290,219,291,-
Chart_25,60,267,196,267,-
Chart_25,62,264,194,264,-
Chart_25,64,294,234,302,-
Chart_25,66,292,223,293,-
Chart_25,68,345,273,345,-
Chart_25,70,-,-,-,-
Chart_25,72,-,-,-,-
Chart_25,74,259,188,259,-
Chart_25,76,313,244,313,-
Chart_25,78,339,263,339,-
Chart_25,80,289,219,290,-
Chart_25,82,259,186,260,-
Chart_25,84,312,240,312,-
Chart_25,86,284,213,285,-
Chart_25,88,271,200,271,-
Chart_25,90,-,-,-,-
Chart_25,92,317,246,317,-
Chart_25,94,279,208,279,-
Chart_25,96,327,258,328,-
Chart_25,98,278,207,278,-
Chart_25,100,271,210,271,-
Chart_25,102,308,237,308,-
Chart_25,104,-,-,-,-
Chart_25,106,262,185,263,-
Chart_25,108,318,247,318,-
Chart_25,110,-,-,-,-
Chart_25,112,-,-,-,-
Chart_25,114,270,199,270,-
Chart_25,116,-,-,-,-
Chart_25,118,371,299,371,-
Chart_25,120,-,-,-,-
Chart_25,122,-,-,-,-
Chart_25,124,-,-,-,-
Chart_25,126,-,-,-,-
Chart_25,128,274,203,274,-
Chart_25,130,359,282,359,-
Chart_25,132,-,-,-,-
Chart_25,134,296,235,296,-
Chart_25,136,261,190,261,-
Chart_25,138,-,-,-,-
Chart_25,140,299,222,299,-
Chart_25,142,-,-,-,-
Chart_25,144,393,321,394,-
Chart_25,146,273,202,273,-
Chart_25,148,272,201,272,-
Chart_25,150,351,280,351,-
Chart_25,152,283,223,284,-
Chart_25,154,354,283,355,-
Chart_25,156,-,-,-,-
Chart_25,158,-,-,-,-
