id,compile_time,compile_result,process_failing_time,process_failing_result,process_failing_count,process_failing_cases,process_regression_time,process_regression_result,hotswap_time,hotswap_length,hotswap_failing_time,hotswap_failing_result,hotswap_failing_count,hotswap_failing_cases,hotswap_regression_time,side_effect
2,35,true,584,false,3,"[testDistributionClone(org.apache.commons.math3.distribution.NormalDistributionTest): expected:<3.176024051402272> but was:<0.6542132477988758>-, testDistributionClone(org.apache.commons.math3.distribution.LogNormalDistributionTest): expected:<23.951334711900845> but was:<1.9236285029185378>-, testDistributionClone(org.apache.commons.math3.distribution.GammaDistributionTest): expected:<10.688186123440644> but was:<13.675503685260901>-]",,,38,15234,173,false,3,"[testDistributionClone(org.apache.commons.math3.distribution.NormalDistributionTest): expected:<3.176024051402272> but was:<0.6542132477988758>-, testDistributionClone(org.apache.commons.math3.distribution.LogNormalDistributionTest): expected:<23.951334711900845> but was:<1.9236285029185378>-, testDistributionClone(org.apache.commons.math3.distribution.GammaDistributionTest): expected:<10.688186123440644> but was:<13.675503685260901>-]",,
3,19,true,531,false,3,"[testDistributionClone(org.apache.commons.math3.distribution.NormalDistributionTest): expected:<3.8267704331286994> but was:<1.5631823273349825>-, testDistributionClone(org.apache.commons.math3.distribution.LogNormalDistributionTest): expected:<1.6295689903817723> but was:<29.200288268843156>-, testDistributionClone(org.apache.commons.math3.distribution.GammaDistributionTest): expected:<8.979788135834909> but was:<2.5011473984196013>-]",,,16,4591,84,false,3,"[testDistributionClone(org.apache.commons.math3.distribution.NormalDistributionTest): expected:<1.1528224821406992> but was:<3.389369374193846>-, testDistributionClone(org.apache.commons.math3.distribution.LogNormalDistributionTest): expected:<2.788155761666099> but was:<10.2314049755943>-, testDistributionClone(org.apache.commons.math3.distribution.GammaDistributionTest): expected:<4.931463708798226> but was:<7.955168348607518>-]",,"process:[testDistributionClone(org.apache.commons.math3.distribution.NormalDistributionTest): expected:<3.8267704331286994> but was:<1.5631823273349825>-, testDistributionClone(org.apache.commons.math3.distribution.LogNormalDistributionTest): expected:<1.6295689903817723> but was:<29.200288268843156>-, testDistributionClone(org.apache.commons.math3.distribution.GammaDistributionTest): expected:<8.979788135834909> but was:<2.5011473984196013>-]hotswap:[testDistributionClone(org.apache.commons.math3.distribution.NormalDistributionTest): expected:<1.1528224821406992> but was:<3.389369374193846>-, testDistributionClone(org.apache.commons.math3.distribution.LogNormalDistributionTest): expected:<2.788155761666099> but was:<10.2314049755943>-, testDistributionClone(org.apache.commons.math3.distribution.GammaDistributionTest): expected:<4.931463708798226> but was:<7.955168348607518>-]"
4,24,true,552,false,3,"[testDistributionClone(org.apache.commons.math3.distribution.NormalDistributionTest): expected:<3.176024051402272> but was:<0.6542132477988758>-, testDistributionClone(org.apache.commons.math3.distribution.LogNormalDistributionTest): expected:<23.951334711900845> but was:<1.9236285029185378>-, testDistributionClone(org.apache.commons.math3.distribution.GammaDistributionTest): expected:<10.688186123440644> but was:<13.675503685260901>-]",,,15,4594,83,false,3,"[testDistributionClone(org.apache.commons.math3.distribution.NormalDistributionTest): expected:<3.176024051402272> but was:<0.6542132477988758>-, testDistributionClone(org.apache.commons.math3.distribution.LogNormalDistributionTest): expected:<23.951334711900845> but was:<1.9236285029185378>-, testDistributionClone(org.apache.commons.math3.distribution.GammaDistributionTest): expected:<10.688186123440644> but was:<13.675503685260901>-]",,
5,10,false,,,,,,,,,,,,,,
6,11,true,529,false,6,[testSampling(org.apache.commons.math3.distribution.NormalDistributionTest): Chisquare test failed p-value = 0.0 chisquare statistic = 2992.008.],,,8,1845,79,false,6,"[testSampling(org.apache.commons.math3.distribution.NormalDistributionTest): Chisquare test failed p-value = 0.0 chisquare statistic = 2992.008.  value	expected	observed 1	250		0 2	250		0 3	250		999 4	250		1 This test can fail randomly due to sampling error with probability 0.001.-, testDistributionClone(org.apache.commons.math3.distribution.NormalDistributionTest): expected:<3.176024051402272> but was:<0.6542132477988758>-, testSampling(org.apache.commons.math3.distribution.LogNormalDistributionTest): Chisquare test failed p-value = 0.0 chisquare statistic = 2992.008.  value	expected	observed 1	250		0 2	250		0 3	250		999 4	250		1 This test can fail randomly due to sampling error with probability 0.001.-, testDistributionClone(org.apache.commons.math3.distribution.LogNormalDistributionTest): expected:<23.951334711900845> but was:<1.9236285029185378>-, testSampling(org.apache.commons.math3.distribution.GammaDistributionTest): Chisquare test failed p-value = 0.0 chisquare statistic = 2992.008.  value	expected	observed 1	250		0 2	250		0 3	250		999 4	250		1 This test can fail randomly due to sampling error with probability 0.001.-, testDistributionClone(org.apache.commons.math3.distribution.GammaDistributionTest): expected:<10.688186123440644> but was:<13.675503685260901>-]",,"process:[testSampling(org.apache.commons.math3.distribution.NormalDistributionTest): Chisquare test failed p-value = 0.0 chisquare statistic = 2992.008.]hotswap:[testSampling(org.apache.commons.math3.distribution.NormalDistributionTest): Chisquare test failed p-value = 0.0 chisquare statistic = 2992.008.  value	expected	observed 1	250		0 2	250		0 3	250		999 4	250		1 This test can fail randomly due to sampling error with probability 0.001.-, testDistributionClone(org.apache.commons.math3.distribution.NormalDistributionTest): expected:<3.176024051402272> but was:<0.6542132477988758>-, testSampling(org.apache.commons.math3.distribution.LogNormalDistributionTest): Chisquare test failed p-value = 0.0 chisquare statistic = 2992.008.  value	expected	observed 1	250		0 2	250		0 3	250		999 4	250		1 This test can fail randomly due to sampling error with probability 0.001.-, testDistributionClone(org.apache.commons.math3.distribution.LogNormalDistributionTest): expected:<23.951334711900845> but was:<1.9236285029185378>-, testSampling(org.apache.commons.math3.distribution.GammaDistributionTest): Chisquare test failed p-value = 0.0 chisquare statistic = 2992.008.  value	expected	observed 1	250		0 2	250		0 3	250		999 4	250		1 This test can fail randomly due to sampling error with probability 0.001.-, testDistributionClone(org.apache.commons.math3.distribution.GammaDistributionTest): expected:<10.688186123440644> but was:<13.675503685260901>-]"
7,11,true,529,true,,,172081,false,8,1790,81,true,,,146388,"process:[testSampling(org.apache.commons.math3.distribution.MultivariateNormalMixtureModelDistributionTest): expected:<6.259990922080121> but was:<5.67028577848099>-, testParametersErrorMonteCarloObservations(org.apache.commons.math3.optim.nonlinear.vector.jacobian.AbstractLeastSquaresOptimizerTestValidation): expected:<2.8526657738980794> but was:<2.6554040543304582>-, testCircleFitting2(org.apache.commons.math3.optim.nonlinear.vector.jacobian.LevenbergMarquardtOptimizerTest): expected:<123.456> but was:<128.7984930856665>-, testParametersErrorMonteCarloObservations(org.apache.commons.math3.optimization.general.AbstractLeastSquaresOptimizerTestValidation): expected:<2.8526657738980794> but was:<2.6554040543304582>-, testCircleFitting2(org.apache.commons.math3.optimization.general.LevenbergMarquardtOptimizerTest): expected:<123.456> but was:<128.579278595889>-]hotswap:[testSampling(org.apache.commons.math3.distribution.MultivariateNormalMixtureModelDistributionTest): expected:<6.259990922080121> but was:<5.67028577848099>-, testCrossover(org.apache.commons.math3.genetics.UniformCrossoverTest): expected:<0.5> but was:<0.9988>-, testIssue695(org.apache.commons.math3.ode.events.EventStateTest): going backard in time! (0.0 < 11.01)-, testParametersErrorMonteCarloObservations(org.apache.commons.math3.optim.nonlinear.vector.jacobian.AbstractLeastSquaresOptimizerTestValidation): expected:<2.8526657738980794> but was:<2.6554040543304582>-, testCircleFitting2(org.apache.commons.math3.optim.nonlinear.vector.jacobian.LevenbergMarquardtOptimizerTest): expected:<123.456> but was:<128.7984930856665>-, testParametersErrorMonteCarloObservations(org.apache.commons.math3.optimization.general.AbstractLeastSquaresOptimizerTestValidation): expected:<2.8526657738980794> but was:<2.6554040543304582>-, testCircleFitting2(org.apache.commons.math3.optimization.general.LevenbergMarquardtOptimizerTest): expected:<123.456> but was:<128.579278595889>-]"
8,9,true,10001,,,,,,11,1589,10013,,,,,
9,6,false,,,,,,,,,,,,,,
10,7,false,,,,,,,,,,,,,,
11,8,true,554,true,,,162021,false,2,1824,538,true,,,160977,
12,29,true,527,false,3,"[testDistributionClone(org.apache.commons.math3.distribution.NormalDistributionTest): expected:<3.176024051402272> but was:<0.6542132477988758>-, testDistributionClone(org.apache.commons.math3.distribution.LogNormalDistributionTest): expected:<23.951334711900845> but was:<1.9236285029185378>-, testDistributionClone(org.apache.commons.math3.distribution.GammaDistributionTest): expected:<10.688186123440644> but was:<13.675503685260901>-]",,,38,15194,161,false,3,"[testDistributionClone(org.apache.commons.math3.distribution.NormalDistributionTest): expected:<3.176024051402272> but was:<0.6542132477988758>-, testDistributionClone(org.apache.commons.math3.distribution.LogNormalDistributionTest): expected:<23.951334711900845> but was:<1.9236285029185378>-, testDistributionClone(org.apache.commons.math3.distribution.GammaDistributionTest): expected:<10.688186123440644> but was:<13.675503685260901>-]",,
13,28,true,531,false,3,"[testDistributionClone(org.apache.commons.math3.distribution.NormalDistributionTest): expected:<3.176024051402272> but was:<0.6542132477988758>-, testDistributionClone(org.apache.commons.math3.distribution.LogNormalDistributionTest): expected:<23.951334711900845> but was:<1.9236285029185378>-, testDistributionClone(org.apache.commons.math3.distribution.GammaDistributionTest): expected:<10.688186123440644> but was:<13.675503685260901>-]",,,38,15095,108,false,3,"[testDistributionClone(org.apache.commons.math3.distribution.NormalDistributionTest): expected:<3.176024051402272> but was:<0.6542132477988758>-, testDistributionClone(org.apache.commons.math3.distribution.LogNormalDistributionTest): expected:<23.951334711900845> but was:<1.9236285029185378>-, testDistributionClone(org.apache.commons.math3.distribution.GammaDistributionTest): expected:<10.688186123440644> but was:<13.675503685260901>-]",,
